"SF","logMstar","logvelDisp_e","logRproj_rvir","TType"
1,10.624,2.0344958802754,1.06519853625188,3.19039154052734
1,10.665,1.84840902913211,1.01517132937008,3.37673282623291
1,10.652,2.0041440310083,0.968331779115715,0.0957266092300415
1,10.717,2.13499470851208,1.08121868693893,-1.90393841266632
1,10.61,1.95359483217219,1.01072324391185,4.05133724212646
1,10.73,2.08771537147125,0.551903694726135,1.13051021099091
1,10.585,2.05172190873398,0.912569659763966,2.22527074813843
0,10.868,2.30148807648577,-0.108996643652992,-2.43509817123413
0,11.259,2.38778718290614,-0.0309602369071035,-2.15210819244385
0,11.546,2.36247959786122,0.0150176724926291,-2.66116046905518
0,11.089,2.33364011745775,0.0423480838157521,-2.32537508010864
0,10.883,2.20653366820456,0.0878272597790562,-1.5747686624527
1,10.931,2.10717518375383,0.158142065378025,4.66962671279907
0,10.695,2.3136692587702,0.81651030005695,-2.29503297805786
0,10.672,2.05804333395684,0.415023751096662,-2.40865755081177
0,10.755,2.17275353126425,0.624639187989508,-2.34292888641357
0,10.666,2.10323713610928,0.707053086117533,-2.37580871582031
1,10.577,2.10360909212099,0.944756316470302,2.06719207763672
1,10.51,2.09835222246387,0.754098047428677,-2.29368305206299
0,10.872,2.23651918261355,-0.18460244844146,-2.32319641113281
1,10.712,1.96578757927559,0.958178946049116,2.23065376281738
0,10.536,2.00093957848889,0.00226137455538292,-2.20803928375244
1,10.574,1.5966930528151,0.857652834295439,1.29149806499481
1,10.561,2.08012021277662,0.785537431798801,-1.87206733226776
0,10.684,2.20504588417098,0.327102135764972,-1.87643682956696
1,10.634,1.89300890342686,0.343533254100494,2.13269138336182
1,10.951,2.08695576112385,0.664312495136357,3.98596096038818
1,10.633,2.04610425690108,0.548003267279148,2.51751279830933
1,10.689,2.13116343681141,0.816491643890972,-2.123122215271
1,10.617,1.93158707507578,-0.0303132413841448,2.84593915939331
0,11.1,2.3463249893736,-0.397761877976928,-2.3881893157959
0,10.943,2.20633906717715,-0.432293372246851,-2.205406665802
1,10.881,2.08894485760816,-0.475179460882163,2.93568277359009
0,10.84,2.15502197009455,-0.356232192650178,-2.18390703201294
1,10.944,2.19531486347688,-0.734376238846388,3.7059121131897
1,10.551,2.04032605659326,0.995734603543839,1.30804431438446
1,10.525,1.97371902699879,1.02316571826121,4.13491582870483
1,10.884,2.17147952915847,0.918170506852213,-1.72274696826935
0,10.637,2.09258381379545,1.07552800622525,-1.71986019611359
1,10.65,2.07060406865046,1.18442013883138,1.57600474357605
1,10.641,2.12919624269648,0.877731814021873,2.15572643280029
0,10.748,2.18637576377917,0.819736300563527,-1.8778909444809
1,10.634,2.00522327938972,0.776396757667224,1.72989916801453
1,10.612,2.11048956986847,0.628407616087054,3.19961309432983
0,10.629,2.11942545630329,0.88334279172331,-2.19954109191895
1,10.548,1.91343766517456,0.902268880610511,1.83837175369263
0,10.773,2.19703790167859,1.08127940472831,0.784280061721802
1,10.546,2.20211651159791,0.49718091005852,-2.38692617416382
1,10.521,2.13923528397103,0.808773474349253,-1.41238844394684
1,11.103,2.17088047988392,0.304327945903472,2.33287906646729
0,10.512,2.1182742320745,0.631900643679592,-1.57628738880157
1,10.594,2.06905323254005,0.689030307185905,-0.377169013023376
1,10.614,1.96946168457682,0.750555497028157,-2.236168384552
0,10.72,2.06652489153021,0.308110021725848,-0.202456593513489
0,10.6,2.13085065783568,0.422924068648408,-1.70987141132355
0,10.742,1.98032387207572,0.0237529461153103,0.448286712169647
0,10.887,2.22999637632744,-0.58489109062594,-1.86314165592194
1,10.569,1.93605950723729,1.20205518694613,0.970537424087524
0,10.687,2.12884911267385,-0.600803273653763,0.29499214887619
0,11.043,2.32824782442773,-0.0749076627705657,-2.42463827133179
0,10.734,2.08232805076811,-0.25844880947745,-0.371260643005371
1,10.718,2.24841332057174,-0.156126848324621,-2.36778545379639
0,10.647,2.23643004301934,-0.00293834949297518,-2.39895439147949
1,10.975,2.06061855909453,-0.227890951540215,2.88359022140503
1,10.534,1.94778952545489,-0.171540473751365,2.31837868690491
1,10.549,1.71479409777548,0.546113735408392,4.41093826293945
0,11.106,2.20873725810751,0.120406207833886,1.26431179046631
0,11.3,2.36883496009685,-0.562642218504326,-2.31671285629272
0,10.577,2.11643285746669,-0.46951691910339,1.49278390407562
0,10.649,2.21598844471847,-0.52302087785235,0.00121843814849854
1,10.944,2.1480923538546,-0.216536717941508,3.41519641876221
0,10.658,2.21086384078014,-0.355421060808383,-2.32874870300293
1,10.832,2.13496693270622,-0.0654358528087247,-0.944737076759338
1,10.516,1.99081947754186,-0.392144092374488,-2.19001531600952
1,11.025,2.0671628728822,0.375323371105211,0.058627724647522
0,10.713,2.15188750349856,0.747476228243959,-2.0872015953064
0,11.641,2.28558842775328,0.266578035777486,-2.17065382003784
0,10.803,2.05830639867765,0.261826265109991,-2.15643692016602
0,10.971,2.42106505469159,0.276707482131992,-2.3206205368042
0,11.389,2.36340014461152,0.245263970762068,-2.38327789306641
0,10.997,2.27053197820797,0.190396297130842,-2.36022424697876
0,10.953,2.22628934104681,0.228946875153913,-2.09461307525635
0,10.656,2.10532190003272,-0.716269662327985,-2.4571681022644
0,10.684,2.34586372021803,0.187840333880555,-2.1615309715271
1,10.515,1.89592761368463,0.229473250064213,2.88469552993774
0,10.845,2.23489054687943,-0.421324863845015,-2.26289939880371
0,11.193,2.2651670256245,-0.821595337435638,-2.33433771133423
1,10.83,2.08117354127674,-0.470791313487938,0.113730072975159
0,10.629,2.21681130590154,0.452761758842606,-2.31211519241333
1,10.905,1.99920469881112,0.344468601725207,2.83957147598267
1,10.546,1.89244994359123,-0.12182602004906,2.86257982254028
0,10.71,2.23466488126214,0.407043361977674,-2.48453283309937
1,10.515,2.02411186310449,0.905454214256741,1.00914573669434
1,10.823,2.04770341216889,-0.265268953466889,-2.22120809555054
0,10.646,2.12597187886836,-0.120183055343448,-1.27689969539642
0,10.799,2.14192281004852,-0.691133933292349,-2.26426458358765
0,11.15,2.33368701189995,-0.854107177661307,-2.30937385559082
0,11.461,2.44093126179216,-0.289434973592705,-2.42745304107666
0,11.017,2.33915567061803,-0.759414480015591,-2.33207750320435
0,10.862,2.30130380507168,-2.04990179030474,-1.53650772571564
0,10.563,2.31616418056973,-1.22355957412778,-2.36690187454224
1,10.521,2.08712217705979,-1.04148935708901,-2.25011539459229
0,10.585,2.15919945642109,-1.42262309213961,-1.15388524532318
0,10.9,2.19414081350705,-0.142161138251055,-2.22456789016724
0,10.908,2.20728040627807,-0.210499433171689,-2.29791784286499
0,10.581,2.24026589400075,-0.643550822096688,-2.28074741363525
1,11.216,2.12131160581625,-0.766968976764841,4.67654895782471
0,10.815,2.28823290268638,-0.897136026873786,-2.32495307922363
0,11.211,2.35177011041808,-0.466665850705926,-2.37004852294922
0,10.613,2.2680238958794,-0.506104018066886,-2.38822460174561
1,10.788,1.99038284789485,0.667423348651061,3.27766227722168
0,10.621,2.1238872447712,-0.269280515681593,-1.17289435863495
0,10.554,2.1753311113748,-1.2445201005712,-2.23609924316406
1,11.084,2.18335236521809,-0.86788015943938,2.43636703491211
1,10.592,1.8126519173248,0.805224558936059,3.37907743453979
1,10.534,2.28521590750699,-1.48710268502562,-2.41070175170898
0,10.573,1.89806848126541,-0.348838674726086,-1.31027972698212
0,10.624,2.12165397006883,-0.910003918964422,-1.74817335605621
0,10.603,2.14833243813658,-0.83020585753492,1.54134321212769
1,11.113,2.23118796370964,-1.22353578997499,-2.62374401092529
0,10.505,2.06118185973039,-0.475358450361962,-2.07562780380249
0,11.126,2.15659128983927,-0.747753485067477,1.07224893569946
0,10.543,1.85556558106223,-0.152325558727614,0.294063866138458
1,10.663,2.23964822057613,1.01111303044862,0.794587552547455
1,10.825,2.13219351676937,0.810654366644375,0.297502636909485
1,10.687,2.07812646128817,0.342758308638642,3.80006170272827
1,10.536,1.9316306473824,1.09583342603907,1.20247101783752
0,10.651,2.1589543058828,0.443436651809066,-0.230375289916992
0,10.892,2.19025261204024,0.425832102078488,-2.26760864257812
1,10.76,2.2078868736578,1.18828683821853,-2.02453327178955
0,10.55,2.01178276879716,0.229418042155228,0.639902472496033
0,10.777,2.25552433717864,0.960955712152415,0.602504968643188
0,10.616,2.07224969575219,0.904725356499715,-1.81120979785919
1,10.698,1.87945973536832,0.458670782076311,2.96139717102051
0,10.538,2.16881376086972,0.241030483884946,-1.92249500751495
1,10.598,1.93531637478151,0.203665948688866,2.44909811019897
0,10.944,2.33890488601489,-0.258770142842774,-2.23461532592773
0,10.562,2.22235983085701,0.353602227319811,-2.27177762985229
0,10.535,2.11831392230352,-0.304924107370333,1.56610143184662
0,10.667,2.1363540691617,-0.191509361097049,2.36436414718628
0,10.817,2.2517626147659,-0.177739307439838,0.310697793960571
1,10.814,1.99349502993575,0.145254423440759,3.58195543289185
0,11.129,2.37751484647007,-0.00267801844750425,-2.2685809135437
0,10.52,2.10007165230989,-0.158297844205037,0.0857988595962524
1,11.245,2.26814099518154,-0.563245435091539,-2.12528371810913
0,10.936,2.21676830668949,-0.353671532800188,0.14829295873642
1,11.064,2.09578870866717,0.192522785742469,3.08251261711121
0,10.883,2.20414192330958,0.0947119717771065,1.5384521484375
0,10.939,2.29788393526138,-0.615091315897605,-2.20678043365479
0,10.539,2.21988629881996,-0.202614127080289,-2.29289674758911
0,10.656,2.00388842872893,-0.232560105998493,3.7549934387207
0,11.14,2.29908488685267,-0.354837932469995,-2.47820138931274
0,10.856,2.33440157610418,-0.245712154115963,-2.04550790786743
0,10.643,2.18202543828852,-0.156701874514187,-2.2217378616333
1,10.853,2.20668864378353,-0.195526168820745,2.70281553268433
0,10.592,2.26980748109314,-0.00631411249084627,-2.13652992248535
0,10.726,2.17842193574617,-0.194569833782227,-2.65841341018677
1,10.681,2.13207416867693,0.350824866333784,3.86050844192505
0,10.852,2.10648900968628,-0.0945208503078182,3.89856433868408
1,10.745,2.09775834588053,0.385440477940531,-0.35013735294342
1,11.233,1.99593442599897,0.120706610361122,4.72340679168701
0,10.958,2.25051127081822,0.23858847026638,-2.29331111907959
0,10.763,2.19524261574511,0.124815091335221,-2.42238616943359
0,10.772,1.90340039772383,0.174997077048658,-2.36632013320923
0,11.027,2.2526029538574,0.0119289551787659,-0.937619566917419
0,10.716,2.17758656404633,0.327215862985284,-2.20671796798706
1,10.512,2.01942065768962,0.370832325156562,-1.08530724048615
1,10.964,2.13408436497618,0.22123401758715,2.19574046134949
0,10.598,2.215525270307,0.6378203357633,-2.19902420043945
1,10.59,2.06358370299336,0.389742433642456,-1.71506679058075
1,10.635,1.90814727305645,0.765418002287982,2.9586615562439
1,10.734,1.930248723269,0.721536201162901,3.55136442184448
0,10.659,2.22304749594513,0.781987226860837,-1.81118547916412
1,10.59,1.96866336691345,-0.216587417378891,3.649827003479
1,10.728,2.15712042262954,-1.15165424229048,-2.26982402801514
0,10.79,2.05537588464227,0.268176259504796,-2.3883490562439
1,10.686,2.1984127043685,-0.0457927798018343,-1.95139420032501
0,11.172,2.23807023678768,-0.397136707835881,1.15975952148438
0,10.563,2.07840443070431,-0.523816858415615,-2.21799039840698
0,10.873,2.31489264602921,-0.131500207983995,-2.12536382675171
0,11.007,2.41665889101825,-0.00906444354310717,-1.7197242975235
0,10.536,2.12145856185343,-0.147624938548807,-1.68959605693817
0,10.84,2.14099938254881,0.172360461525647,1.74521946907043
0,11.127,2.3645776870632,-0.112022374534459,-2.173659324646
1,10.895,1.74075927874669,-0.0444211061342227,3.29650545120239
0,10.803,2.03175844370902,-0.197644623044993,2.9881603717804
0,10.559,1.84333347459168,-0.0533013993244196,-1.86205160617828
0,10.626,2.16113667969084,-0.00159425558618664,-2.51186323165894
1,10.604,2.00295241121152,0.295052606676311,1.63584971427917
0,10.943,2.26189098152877,0.297615476966579,1.2456020116806
0,10.915,2.30118934833558,-0.0751735900808675,-2.52073621749878
1,10.603,2.12836133499355,0.000786963695064983,0.132224798202515
0,11.007,2.18918659194204,0.262566830396066,-1.74318063259125
1,10.726,1.98305027941847,0.680496155666265,3.6525993347168
1,10.533,1.97162241911512,0.283385009591749,-1.94155061244965
0,10.578,2.08509726826241,1.04339370189755,-0.858148336410522
1,10.989,2.08987724427627,0.581924791555881,1.5011078119278
1,10.56,2.05650369906871,0.995049333540076,-2.13982629776001
0,10.591,2.05828891261181,0.782166644688465,-2.30712652206421
1,10.568,2.09906462555104,1.01121702060592,0.303032100200653
0,10.556,2.15282663398948,0.573632877142474,-2.36464929580688
0,10.646,2.09411558338346,0.370343656166773,-2.11777639389038
1,10.558,1.97133223799165,0.737216954248933,2.05154061317444
1,10.529,2.00652024520751,1.07417303911979,-2.34005451202393
1,10.577,1.96000379642963,0.353982226335561,-0.491785645484924
0,10.709,2.04320001338811,0.535666670292552,-2.10725021362305
1,10.573,1.88912576331314,0.722709235895823,1.97974419593811
1,10.629,2.12634167973478,0.982552779765707,-0.622033715248108
1,10.607,1.97549664939952,0.971227812558435,1.92335760593414
1,10.551,1.72726007964924,0.942464792344344,4.15002822875977
1,10.955,2.07723783845501,1.07971905407072,4.09587097167969
0,10.513,2.17216763660203,0.824883016260542,-2.35567617416382
1,10.727,2.17611288961124,0.836379452541774,-1.69092214107513
1,10.678,2.16616829187823,0.780855320064453,-2.25442314147949
1,10.547,2.08019891359014,0.777122783058871,0.274975657463074
1,10.671,2.09158857574262,0.708491868075868,0.17359733581543
1,10.652,2.10458811925318,0.997988376942539,4.01540946960449
0,10.783,2.18876620969185,0.881811551576125,-2.34677076339722
1,10.712,2.0344359324794,0.971802783589405,-2.41824197769165
0,10.574,2.09126487807302,0.138751213381535,-0.200873494148254
0,10.909,2.24825963066415,-0.00223445737680873,-2.34683322906494
1,10.875,2.14687143591515,0.0811250523442856,2.39348030090332
1,10.556,1.79807134026756,0.959725308268166,1.30343496799469
0,11.067,2.20460405107693,-0.0269031543465239,1.74915599822998
1,10.563,1.86538289724396,-0.0661966991178283,1.14216721057892
1,10.524,1.83113307752536,0.896577206656215,3.53664970397949
1,10.611,1.97020666159281,0.861844237244311,2.63237810134888
1,10.559,2.04960420872233,0.896108084000983,3.26096343994141
0,10.991,2.18210769586339,-0.206615378290678,-2.22122001647949
0,11.126,2.33723896010254,-0.392196808315633,-2.20509767532349
0,10.969,2.27031453498586,-0.291288124228485,-2.27831554412842
